onset	duration	trial_type	response_time	stim_file
11.53788	8	trained_inseq	1.441	fractals_experiment/purples/j5024.jpeg
27.920840000000002	4	trained_nonseq	1.207	fractals_experiment/cyans/j4053.jpeg
38.30328	4	trained_nonseq	2.2	fractals_experiment/greens/j6137.jpeg
53.369040000000005	8	trained_inseq	2.309	fractals_experiment/pinks/j7028.jpeg
66.33559	4	trained_inseq	1.438	fractals_experiment/reds/j10153.jpeg
78.21777	12	novel	0.98	fractals_experiment/browns/j8133.jpeg
96.48349	8	trained_inseq	1.565	fractals_experiment/greens/j4115.jpeg
109.1495	8	novel	1.324	fractals_experiment/greens/j5013.jpeg
124.6157	12	trained_nonseq	0.991	fractals_experiment/greys/j7127.jpeg
142.881	4	trained_inseq	1.75	fractals_experiment/blues/j5081.jpeg
153.2471	4	novel	1.813	fractals_experiment/purples/j1107.jpeg
164.1132	12	trained_nonseq	1.06	fractals_experiment/blues/j7053.jpeg
180.8788	8	trained_inseq	1.966	fractals_experiment/yellows/j5099.jpeg
196.1449	12	trained_inseq	2.415	fractals_experiment/greys/j5125.jpeg
213.4105	12	trained_inseq	1.977	fractals_experiment/browns/j9058.jpeg
230.3764	4	trained_inseq	1.331	fractals_experiment/yellows/j1132.jpeg
239.0425	4	novel	1.337	fractals_experiment/blues/j7104.jpeg
250.309	12	trained_inseq	1.734	fractals_experiment/browns/j9155.jpeg
269.0738	4	trained_inseq	2.221	fractals_experiment/pinks/j2031.jpeg
280.7403	8	novel	1.198	fractals_experiment/browns/j4060.jpeg
300.9058	12	trained_inseq	1.885	fractals_experiment/cyans/j5086.jpeg
320.7718	12	novel	2.01	fractals_experiment/greys/j10099.jpeg
341.6368	8	trained_nonseq	1.364	fractals_experiment/reds/j3112.jpeg
355.4029	8	trained_nonseq	1.795	fractals_experiment/purples/j1033.jpeg
