onset	duration	trial_type	response_time	stim_file
8.4000	1.9500	Seq-3-4-ToA-OS	0.8105	tools/colander/097a.jpg
10.7500	1.9500	Seq-3-3-OS	0.5945	fractals_experiment/browns/j9155.jpeg
13.1000	1.9500	Seq-1-2-OS	0.6447	fractals_experiment/yellows/j5099.jpeg
15.4500	1.9500	NonSeq-5	0.5785	fractals_experiment/purples/j1033.jpeg
17.8000	1.9500	NonSeq-ToA	1.2845	tools/eggbeater/187a.jpg
20.1500	1.9500	Seq-3-2-OS	0.7800	fractals_experiment/blues/j5081.jpeg
22.5000	1.9500	Seq-3-1-OS	0.7975	fractals_experiment/reds/j10153.jpeg
24.8500	1.9500	Seq-4-3-OS	0.6801	fractals_experiment/greys/j5125.jpeg
27.2000	1.9500	NonSeq-3	0.6758	fractals_experiment/greens/j6137.jpeg
29.5500	1.9500	Seq-2-2-OS	0.5938	fractals_experiment/greens/j4115.jpeg
31.9000	1.9500	NonSeq-6	0.6069	fractals_experiment/greys/j7127.jpeg
34.2500	1.9500	Seq-4-2-OS	0.6340	fractals_experiment/cyans/j5086.jpeg
36.6000	1.9500	Seq-2-4-AnB-OS	0.6422	animals/giraffe/giraffe.jpg
38.9500	1.9500	NonSeq-2	0.8432	fractals_experiment/reds/j3112.jpeg
41.3000	1.9500	Seq-1-4-AnB-OS	0.7383	animals/tiger/whitetiger.jpg
43.6500	1.9500	NonSeq-4	1.8701	fractals_experiment/blues/j7053.jpeg
46.0000	1.9500	NonSeq-1	0.6100	fractals_experiment/cyans/j4053.jpeg
48.3500	1.9500	NonSeq-AnB	0.6622	animals/horse/horse.jpg
50.7000	1.9500	Seq-2-1-OS	0.7672	fractals_experiment/pinks/j7028.jpeg
53.0500	1.9500	Seq-1-3-OS	0.7066	fractals_experiment/pinks/j2031.jpeg
55.4000	1.9500	Seq-4-4-ToB-OS	0.6405	tools/wateringcan/042b.jpg
57.7500	1.9500	Seq-4-1-OS	0.8625	fractals_experiment/purples/j5024.jpeg
60.1000	1.9500	Seq-2-3-OS	1.0013	fractals_experiment/yellows/j1132.jpeg
62.4500	1.9500	Seq-1-1-OS	0.5843	fractals_experiment/browns/j9058.jpeg
64.8000	1.9500	Seq-3-3-OS	0.6081	fractals_experiment/browns/j9155.jpeg
67.1500	1.9500	Seq-2-2-OS	0.8329	fractals_experiment/greens/j4115.jpeg
69.5000	1.9500	Seq-3-2-OS	0.7132	fractals_experiment/blues/j5081.jpeg
71.8500	1.9500	Seq-3-4-ToB-OS	0.6752	tools/colander/097b.jpg
74.2000	1.9500	NonSeq-3	0.7381	fractals_experiment/greens/j6137.jpeg
76.5500	1.9500	NonSeq-4	0.9607	fractals_experiment/blues/j7053.jpeg
78.9000	1.9500	Seq-1-4-AnA-OS	0.6278	animals/tiger/0.89_cat-tigerwhite.jpg
81.2500	1.9500	Seq-1-1-OS	0.5148	fractals_experiment/browns/j9058.jpeg
83.6000	1.9500	Seq-4-3-OS	0.7118	fractals_experiment/greys/j5125.jpeg
85.9500	1.9500	NonSeq-ToB	1.7211	tools/eggbeater/187b.jpg
88.3000	1.9500	Seq-1-2-OS	0.7194	fractals_experiment/yellows/j5099.jpeg
90.6500	1.9500	Seq-4-2-OS	0.5675	fractals_experiment/cyans/j5086.jpeg
93.0000	1.9500	Seq-3-1-OS	0.7515	fractals_experiment/reds/j10153.jpeg
95.3500	1.9500	Seq-2-3-OS	0.7556	fractals_experiment/yellows/j1132.jpeg
97.7000	1.9500	Seq-4-1-OS	0.9932	fractals_experiment/purples/j5024.jpeg
